Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
Hepatocytes,MTT,Co3O4,24,100,78.642,12.5,-36.25
Hepatocytes,MTT,Co3O4,24,200,67.704,12.5,-9.18
A549,MTT,TiO2,24,400,60.805,12.5,-12.4
A549,MTT,TiO2,24,1,103.7,8,-56.9
A549,MTT,TiO2,24,5,98.413,8,-56.9
A549,MTT,TiO2,24,10,85.185,8,-56.9
A549,MTT,TiO2,24,25,74.074,8,-56.9
A549,MTT,TiO2,24,50,41.799,8,-56.9
A549,MTT,TiO2,24,75,16.931,8,-56.9
A549,MTT,TiO2,24,100,18.519,8,-56.9
A549,MTT,TiO2,24,1,103.17,6,-50.9
A549,MTT,TiO2,24,5,77.249,6,-50.9
A549,MTT,TiO2,24,10,50.794,6,-50.9
A549,MTT,TiO2,24,25,23.81,6,-50.9
A549,MTT,TiO2,24,50,20.106,6,-50.9
A549,MTT,TiO2,24,75,16.931,6,-50.9
A549,MTT,TiO2,24,100,16.931,6,-50.9
A549,MTT,TiO2,24,1,105.29,25.76,-46.8
A549,MTT,TiO2,24,5,102.65,25.76,-46.8
A549,MTT,TiO2,24,10,104.23,25.76,-46.8
A549,MTT,TiO2,24,25,96.825,25.76,-46.8
A549,MTT,TiO2,24,50,90.476,25.76,-46.8
A549,MTT,TiO2,24,100,87.831,25.76,-46.8
A549,MTT,TiO2,24,300,69.312,25.76,-46.8
A549,MTT,TiO2,24,1,106.35,43.17,-58
A549,MTT,TiO2,24,5,109.52,43.17,-58
A549,MTT,TiO2,24,10,106.88,43.17,-58
A549,MTT,TiO2,24,25,102.12,43.17,-58
A549,MTT,TiO2,24,50,92.063,43.17,-58
A549,MTT,TiO2,24,100,95.238,43.17,-58
A549,MTT,TiO2,24,300,95.238,43.17,-58
A549,MTT,TiO2,24,0.3,84.876,18,-23.1
A549,MTT,TiO2,24,0.6,82.008,18,-23.1
A549,MTT,TiO2,24,1.2,79.27,18,24.3
A549,MTT,TiO2,24,2.5,75.88,18,-20.75
Caco-2,MTT,TiO2,24,5,72.49,18,26.65
Caco-2,MTT,TiO2,24,0.3,91.265,215,14.05
Caco-2,MTT,TiO2,24,0.6,90.352,215,14.05
Caco-2,MTT,TiO2,24,1.2,66.623,215,46.65
Caco-2,MTT,TiO2,24,2.5,44.329,215,17.7
Caco-2,MTT,TiO2,24,5,40.808,215,17.7
Caco-2,MTT,TiO2,24,0.3,99.739,6.3,39.64
Caco-2,MTT,TiO2,24,0.6,99.087,6.3,39.64
Caco-2,MTT,TiO2,24,1.2,97.523,6.3,-22.61
Caco-2,MTT,TiO2,24,2.5,97.262,6.3,1.14
Caco-2,MTT,TiO2,24,5,96.61,6.3,-22.95
Caco-2,MTT,TiO2,24,0.3,98.705,18,-17.1
Caco-2,MTT,TiO2,24,0.6,100.29,18,-9
Caco-2,MTT,TiO2,24,1.2,100.58,18,-9
Caco-2,MTT,TiO2,24,2.5,96.547,18,-8.75
Caco-2,MTT,TiO2,24,5,72.806,18,26.65
Caco-2,MTT,TiO2,24,0.3,98.993,215,71.7
Caco-2,MTT,TiO2,24,0.6,84.748,215,6.5
HK-2,XTT,Fe3O4,24,1.2,77.41,215,14.05
HK-2,XTT,Fe3O4,24,2.5,76.691,215,14.05
HK-2,XTT,Fe3O4,24,5,41.727,215,17.7
HK-2,XTT,Fe3O4,24,0.3,100,6.3,49.5
HK-2,XTT,Fe3O4,24,0.6,100.29,6.3,49.5
HK-2,XTT,Fe3O4,24,1.2,99.424,6.3,39.64
HK-2,XTT,Fe3O4,24,2.5,100.29,6.3,39.64
HK-2,XTT,Fe3O4,24,5,98.705,6.3,-32.81
HK-2,XTT,Fe3O4,24,0.3,94.416,18,-18
HK-2,XTT,Fe3O4,24,0.6,92.893,18,-18
HK-2,XTT,Fe3O4,24,1.2,88.198,18,24.3
HK-2,XTT,Fe3O4,24,2.5,64.848,18,25.67
HK-2,XTT,Fe3O4,24,5,66.244,18,25.67
HK-2,XTT,Fe3O4,24,0.3,90.355,215,14.05
HUVEC,CCK-8,Au,24,0.6,88.198,215,6.5
HUVEC,CCK-8,Au,24,1.2,83.503,215,14.05
HUVEC,CCK-8,Au,24,2.5,23.223,215,57.25
HUVEC,CCK-8,Au,24,5,13.325,215,57.25
HUVEC,CCK-8,Au,24,0.3,99.112,6.3,39.64
HUVEC,CCK-8,Au,24,0.6,99.112,6.3,39.64
HUVEC,CCK-8,Au,24,1.2,99.112,6.3,39.64
HUVEC,CCK-8,Au,24,2.5,94.162,6.3,25.75
HUVEC,CCK-8,Au,24,5,95.305,6.3,11
HUVEC,CCK-8,Pt,24,0.3,95.07,18,-8.1
HUVEC,CCK-8,Pt,24,0.6,90.645,18,26.4
HUVEC,CCK-8,Pt,24,1.2,81.037,18,-23.1
HUVEC,CCK-8,Pt,24,2.5,80.025,18,-23.1
HUVEC,CCK-8,Pt,24,5,74.21,18,-20.75
HUVEC,CCK-8,Pt,24,0.3,99.747,215,71.7
HUVEC,CCK-8,Pt,24,0.6,87.105,215,6.5
HUVEC,CCK-8,Pt,24,1.2,82.427,215,14.05
HUVEC,CCK-8,Pt,24,2.5,43.363,215,17.7
HUVEC,CCK-8,Pt,24,5,26.422,215,17.7
HUVEC,CCK-8,Pt,24,0.3,99.747,6.3,39.64
HUVEC,CCK-8,Pt,24,0.6,100,6.3,49.5
HUVEC,CCK-8,SiO2,24,1.2,99.494,6.3,39.64
HUVEC,CCK-8,SiO2,24,2.5,98.736,6.3,39.64
HUVEC,CCK-8,SiO2,24,5,100,6.3,-32.81
HUVEC,CCK-8,SiO2,24,0.3,84.988,18,-23.1
HUVEC,CCK-8,SiO2,24,0.6,86.849,18,-90.55
HUVEC,CCK-8,SiO2,24,1.2,85.484,18,-23.1
HUVEC,CCK-8,SiO2,24,2.5,70.72,18,71.7
HUVEC,CCK-8,SiO2,24,5,54.094,18,71.7
HUVEC,CCK-8,SiO2,24,0.3,67.99,215,46.65
HUVEC,CCK-8,SiO2,24,0.6,16.377,215,57.25
HUVEC,CCK-8,SiO2,24,1.2,16.377,215,57.25
HUVEC,CCK-8,SiO2,24,2.5,14.764,215,57.25
HUVEC,CCK-8,TiO2,24,5,13.896,215,57.25
HUVEC,CCK-8,TiO2,24,0.3,94.541,6.3,25.75
HUVEC,CCK-8,TiO2,24,0.6,89.578,6.3,-67.75
HUVEC,CCK-8,TiO2,24,1.2,89.826,6.3,-67.75
HUVEC,CCK-8,TiO2,24,2.5,88.834,6.3,-67.75
HUVEC,CCK-8,TiO2,24,5,86.104,6.3,-12.75
HUVEC,CCK-8,TiO2,24,0.3,101.63,18,-8.75
HUVEC,CCK-8,TiO2,24,0.6,98.37,18,-8.1
HUVEC,CCK-8,TiO2,24,1.2,98.37,18,-8.1
HUVEC,CCK-8,TiO2,24,2.5,87.092,18,-90.55
HUVEC,CCK-8,TiO2,24,5,79.348,18,24.3
HUVEC,CCK-8,TiO2,24,0.3,97.011,215,39.1
HUVEC,CCK-8,TiO2,24,0.6,82.337,215,14.05
HUVEC,CCK-8,TiO2,24,1.2,66.168,215,46.65
HUVEC,CCK-8,TiO2,24,2.5,26.223,215,17.7
HUVEC,CCK-8,TiO2,24,5,17.12,215,57.25
HUVEC,CCK-8,C,24,0.3,102.45,6.3,10.4
HUVEC,CCK-8,C,24,0.6,101.36,6.3,-19.95
HUVEC,CCK-8,C,24,1.2,103.26,6.3,10.4
HUVEC,CCK-8,C,24,2.5,102.99,6.3,10.4
HUVEC,CCK-8,Fe3O4,24,5,103.26,6.3,71.23
HUVEC,CCK-8,Fe3O4,4,5,124.78,28.2,35.9
HUVEC,CCK-8,Fe3O4,4,10,128.04,28.2,35.9
HUVEC,CCK-8,Fe3O4,4,20,126.3,28.2,35.9
HUVEC,CCK-8,Fe3O4,4,40,101.09,28.2,35.9
HUVEC,CCK-8,Fe3O4,24,5,110.22,28.2,35.9
HUVEC,CCK-8,Fe3O4,24,10,98.261,28.2,35.9
HUVEC,CCK-8,Fe3O4,24,20,45.217,28.2,35.9
WA09,Live/Dead,Au,24,40,20,28.2,35.9
WA09,Live/Dead,Au,48,5,100,28.2,35.9
WA09,Live/Dead,Au,48,10,66.739,28.2,35.9
WA09,MTT,Au,48,20,17.609,28.2,35.9
WA09,MTT,Au,48,40,7.1739,28.2,35.9
WA09,MTT,Au,24,2,95.629,30,-4.23
WA09,Live/Dead,Au,24,5,86.713,30,-4.23
WA09,Live/Dead,Au,24,10,78.322,30,-4.23
WA09,Live/Dead,Au,24,20,67.308,30,-4.23
WA09,Live/Dead,Au,24,50,56.294,30,-4.23
WA09,Live/Dead,Au,24,2,98.776,30,-3.85
WA09,MTT,Au,24,5,94.755,30,-3.85
WA09,MTT,Au,24,10,88.462,30,-3.85
WA09,MTT,Au,24,20,81.993,30,-3.85
WA09,MTT,Au,24,50,67.133,30,-3.85
HeLa,MTT,Au,24,2,100.7,30,-3.36
HeLa,MTT,Au,24,5,97.727,30,-3.36
HeLa,MTT,Au,24,10,88.462,30,-3.36
HeLa,MTT,Au,24,20,83.042,30,-3.36
HeLa,MTT,Au,24,50,73.427,30,-3.36
HeLa,MTT,Au,24,2,98.427,50,-2.49
HeLa,MTT,Au,24,5,97.028,50,-2.49
HeLa,MTT,Au,24,10,90.385,50,-2.49
HEK293,MTT,Au,24,20,88.986,50,-2.49
HEK293,MTT,Au,24,50,76.224,50,-2.49
HEK293,MTT,Au,24,2,102.1,100,-1.46
HEK293,MTT,Au,24,5,103.67,100,-1.46
HEK293,MTT,Au,24,10,102.8,100,-1.46
HEK293,MTT,Au,24,20,99.65,100,-1.46
HEK293,MTT,Au,24,50,76.399,100,-1.46
HEK293,MTT,Au,96,50,91.667,120,-5.21
H1299,MTT,Au,96,100,91.27,120,-5.21
H1299,MTT,Au,96,200,86.111,120,-5.21
H1299,MTT,Au,96,500,83.333,120,-5.21
H1299,MTT,Au,96,50,89.431,120,-28.7
H1299,MTT,Au,96,100,81.707,120,-28.7
H1299,MTT,Au,96,200,81.03,120,-28.7
H1299,MTT,Au,96,500,84.959,120,-28.7
H1299,MTT,Au,96,50,81.081,120,-5.21
MCF-7,MTT,Au,96,100,83.499,120,-5.21
MCF-7,MTT,Au,96,200,84.637,120,-5.21
MCF-7,MTT,Au,96,500,82.646,120,-5.21
MCF-7,MTT,Au,96,50,90.15,120,-28.7
MCF-7,MTT,Au,96,100,89.33,120,-28.7
MCF-7,MTT,Au,96,200,85.226,120,-28.7
MCF-7,MTT,Au,96,500,82.216,120,-28.7
MCF-7,MTT,Au,96,50,88.514,120,-5.21
A549,MTT,Au,96,100,86.892,120,-5.21
A549,MTT,Au,96,200,83.378,120,-5.21
A549,MTT,Au,96,500,82.973,120,-5.21
A549,MTT,Au,96,50,96.138,120,-28.7
A549,MTT,Au,96,100,90.013,120,-28.7
A549,MTT,Au,96,200,90.679,120,-28.7
A549,MTT,Au,96,500,82.157,120,-28.7
A549,MTT,Au,24,200,55.577,150,54.3
L929,MTT,Ag,24,400,72.401,150,11.4
L929,MTT,Ag,24,10,95,7.5,-8.72
L929,MTT,Ag,24,20,93,7.5,-22.16
L929,MTT,Ag,24,50,102.4,7.5,-8.3
L929,MTT,Ag,24,100,99,7.5,-8.3
L929,MTT,Ag,48,10,184.82,7.5,-20.81
L929,MTT,Ag,48,20,221.01,7.5,-20.81
L929,MTT,Ag,48,50,234.63,7.5,-12.91
L929,MTT,Ag,48,100,230.74,7.5,-18.26
L929,MTT,Ag,48,10,98.63,55.6,-26.5
L929,MTT,Ag,48,100,94.894,55.6,-26.9
L929,MTT,Ag,48,10,95.641,167.8,54.3
L929,MTT,Ag,48,100,96.887,167.8,54.3
L929,MTT,Ag,48,10,94.894,307.6,20.55
L929,MTT,Au,48,100,94.894,307.6,33.5
L929,MTT,Au,24,8,101.67,19.4,-21.77
L929,MTT,Au,24,16,103.04,19.4,-21.77
L929,MTT,Au,24,32,103.04,19.4,-21.77
L929,MTT,Au,24,64,104.41,19.4,-21.77
L929,MTT,Au,24,128,101.67,19.4,-21.77
L929,MTT,Au,24,256,79.62,19.4,-21.77
L929,MTT,Au,24,8,101.06,19.4,-21.77
L929,MTT,Au,24,16,102.73,19.4,-21.77
L929,MTT,Au,24,32,103.64,19.4,-21.77
L929,MTT,Au,24,64,106.22,19.4,-21.77
L929,MTT,Au,24,128,72.989,19.4,-21.77
L929,MTT,Au,24,256,20.822,19.4,-21.77
L929,MTT,Au,24,8,98.928,19.4,-13.5
hFOB1.19,MTT,Au,24,16,98.622,19.4,-13.5
hFOB1.19,MTT,Au,24,32,97.243,19.4,-13.5
hFOB1.19,MTT,Au,24,64,98.315,19.4,-13.5
hFOB1.19,MTT,Au,24,128,98.622,19.4,-13.5
hFOB1.19,MTT,Au,24,8,93.539,19.4,-13.5
hFOB1.19,MTT,Au,24,16,94.86,19.4,-13.5
hFOB1.19,MTT,Au,24,32,95.448,19.4,-13.5
hFOB1.19,MTT,Au,24,64,98.385,19.4,-13.5
hFOB1.19,MTT,Au,24,128,92.364,19.4,-13.5
hFOB1.19,MTT,Au,24,0.028,83.921,13,-60.7
hFOB1.19,MTT,Au,24,0.061,83.357,13,-60.7
hFOB1.19,MTT,Au,24,0.131,88.011,13,-60.7
hFOB1.19,MTT,Au,24,0.281,91.537,13,-60.7
hFOB1.19,MTT,Au,24,0.604,92.102,13,-60.7
hFOB1.19,MTT,Au,24,1.298,93.371,13,-60.7
hFOB1.19,NRU,Au,24,2.791,95.769,13,-60.7
hFOB1.19,NRU,Au,24,6,71.227,13,-60.7
hFOB1.19,NRU,Au,48,0.028,99.577,13,-60.7
hFOB1.19,NRU,Au,48,0.061,96.897,13,-60.7
hFOB1.19,NRU,Au,48,0.131,95.769,13,-60.7
hFOB1.19,NRU,Au,48,0.281,97.884,13,-60.7
hFOB1.19,NRU,Au,48,0.604,95.346,13,-60.7
hFOB1.19,NRU,Au,48,1.298,97.461,13,-60.7
hFOB1.19,NRU,Au,48,2.791,95.769,13,-60.7
hFOB1.19,NRU,Au,48,6,100.71,13,-60.7
hFOB1.19,NRU,Au,24,0.028,86.46,13,-60.7
hFOB1.19,NRU,Au,24,0.061,80.395,13,-60.7
hFOB1.19,NRU,Au,24,0.131,82.37,13,-60.7
hFOB1.19,NRU,Au,24,0.281,87.729,13,-60.7
hFOB1.19,NRU,Au,24,0.604,82.793,13,-60.7
MG-63,MTT,Au,24,1.298,82.087,13,-60.7
MG-63,MTT,Au,24,2.791,77.715,13,-60.7
MG-63,MTT,Au,24,6,74.189,13,-60.7
MG-63,MTT,Au,24,0.67,102.69,20,-17.1
MG-63,MTT,Au,24,1,94.215,20,-17.1
MG-63,MTT,Au,24,1.5,98.967,20,-17.1
MG-63,MTT,Au,24,2.1,152.69,20,-17.1
MG-63,MTT,Au,24,3.1,29.752,20,-17.1
MG-63,MTT,Au,24,4.6,2.0661,20,-17.1
MG-63,MTT,Au,24,6.8,2.2727,20,-17.1
MG-63,MTT,Au,24,10,3.0992,20,-17.1
MG-63,MTT,Au,48,0.67,93.388,20,-17.1
MG-63,MTT,Au,48,1,92.562,20,-17.1
MG-63,MTT,Au,48,1.5,90.702,20,-17.1
MG-63,MTT,Au,48,2.1,89.463,20,-17.1
MG-63,NRU,Au,48,3.1,24.587,20,-17.1
MG-63,NRU,Au,48,4.6,0.61983,20,-17.1
MG-63,NRU,Au,48,6.8,0.20661,20,-17.1
MG-63,NRU,Au,48,10,0.41322,20,-17.1
MG-63,NRU,Au,24,0.67,97.107,20,-17.1
MG-63,NRU,Au,24,1,98.967,20,-17.1
MG-63,NRU,Au,24,1.5,104.75,20,-17.1
MG-63,NRU,Au,24,2.1,102.89,20,-17.1
MG-63,NRU,Au,24,3.1,106.2,20,-17.1
MG-63,NRU,Au,24,4.6,95.455,20,-17.1
MG-63,NRU,Au,24,6.8,83.058,20,-17.1
MG-63,NRU,Au,24,10,48.76,20,-17.1
MG-63,NRU,Au,4,25,99.588,50,8.73
MG-63,NRU,Au,4,75,94.643,50,-17.6
MG-63,NRU,Au,4,100,52.473,50,18.35
143B,MTT,Au,4,200,36.126,50,-4.65
143B,MTT,Au,4,400,22.253,50,-33.33
143B,MTT,Au,4,500,19.643,50,-31.3
143B,MTT,Au,72,1,91.262,189.25,-16.95
143B,MTT,Au,72,3,87.5,444.9,29.45
143B,MTT,Au,72,10,81.553,47.5,-20.165
143B,MTT,Au,72,30,52.306,552,-37.9
143B,MTT,Au,72,100,30.097,63.6,-5.85
143B,MTT,Au,72,1,108.01,12.5,-7.455
143B,MTT,Au,72,3,107.14,12.5,-7.455
143B,MTT,Au,72,10,106.26,12.5,-7.455
143B,MTT,Au,72,30,94.072,16.785,-20.665
143B,MTT,Au,72,100,64.764,14.23,-25
143B,MTT,Au,24,0.5,88.021,20,24.3
143B,MTT,Au,24,5,85.069,20,31.49
143B,NRU,Au,24,50,55.556,20,37.28
143B,NRU,Au,24,500,12.5,20,-30.62
143B,NRU,Au,24,0.5,97.049,20,-17.1
143B,NRU,Au,24,5,94.444,20,-19.285
143B,NRU,Au,24,50,92.014,20,-8.72
143B,NRU,Au,24,500,5.9028,20,-30.62
143B,NRU,Au,48,0.5,83.505,20,-23.1
143B,NRU,Au,48,5,69.931,20,-43.29
143B,NRU,Au,48,50,49.485,20,-40.5
143B,NRU,Au,48,0.5,99.485,20,-13.56
143B,NRU,Au,48,5,89.519,20,-17.1
143B,NRU,Au,48,50,85.911,20,-8.72
143B,NRU,Au,48,500,3.9519,20,-30.62
143B,NRU,Au,72,0.5,82.847,20,-4.58
143B,NRU,Au,72,5,59.691,20,-24.5
A549,CellTiterBlue,CuO,48,500,2.3729,100,-31.7
A549,CellTiterBlue,CuO,72,0.5,77.108,100,-31.7
A549,CellTiterBlue,CuO,72,5,75.559,100,-31.7
A549,CellTiterBlue,CuO,72,50,55.25,100,-31.7
A549,CellTiterBlue,CuO,72,0.5,91.05,100,28.8
A549,CellTiterBlue,CuO,72,5,91.91,100,28.8
A549,CellTiterBlue,CuO,72,50,91.566,100,-16.955
A549,CellTiterBlue,CuO,72,500,11.876,100,-34.9
A549,CellTiterBlue,CuO,24,5,98.864,24.5,-13.665
A549,CellTiterBlue,CuO,24,10,100,190,-7.65
A549,CellTiterBlue,CuO,24,50,91.136,234.8,-31.5
A549,CellTiterBlue,CuO,24,5,100,91.15,-24.66
J774A.1,MTS,Ag,24,10,99.318,518,-10.7
J774A.1,MTS,Ag,24,50,89.318,3.75,-8.41
J774A.1,MTS,Ag,24,5,99.318,162.5,-8.11
J774A.1,MTS,Ag,24,10,99.318,518,-10.7
J774A.1,MTS,Ag,24,50,85.227,124.5,15.9
J774A.1,MTS,Ag,72,5,100.45,50,-12.32
J774A.1,MTS,Ag,72,10,99.324,35,-17.79
J774A.1,MTS,Ag,72,50,90.541,188.7,-33.55
J774A.1,MTS,Ag,72,5,99.324,165.3,10.59
J774A.1,MTS,Ag,72,10,99.324,35,-17.79
J774A.1,MTS,Ag,72,50,93.468,231.4,43.9
J774A.1,MTS,Ag,72,5,98.649,102.55,20.99
J774A.1,MTS,Ag,72,10,98.649,54.86,-34.55
J774A.1,MTS,Ag,72,50,92.342,203.85,43.9
J774A.1,MTS,Ag,48,200,53.263,26,31.02
J774A.1,MTS,Ag,48,200,22.458,45,-33.33
J774A.1,MTS,Ag,48,200,65.554,78,58.51
J774A.1,MTS,Ag,48,200,91.047,175,-31.8
J774A.1,MTS,Ag,48,200,96.662,26,-8.72
J774A.1,MTS,Ag,48,200,95.144,45,-20.26
J774A.1,MTS,Ag,48,200,94.537,78,11.4
J774A.1,MTS,Ag,48,200,94.841,175,-31.8
J774A.1,MTS,Ag,24,200,73.149,26,-13.6
J774A.1,MTS,Ag,24,200,52.044,45,-7.11
J774A.1,MTS,Ag,24,200,82.541,78,-29.5
A549,MTT,SiO2,24,200,94.917,175,-31.8
A549,MTT,SiO2,48,200,53.37,26,31.02
A549,MTT,SiO2,48,200,22.32,45,-33.33
A549,MTT,SiO2,48,200,73.481,78,58.51
A549,MTT,SiO2,48,200,89.945,175,-31.8
A549,MTT,SiO2,72,200,48.066,26,-24.5
A549,MTT,SiO2,72,200,20.994,45,-35.715
A549,MTT,SiO2,72,200,70.718,78,3.61
A2780,MTT,SiO2,72,200,86.961,175,-31.8
A2780,MTT,SiO2,24,10,75,52.51,70.76
A2780,MTT,SiO2,24,25,66,52.51,70.76
A2780,MTT,SiO2,24,50,48,52.51,70.76
A2780,MTT,SiO2,24,10,85,52.51,70.76
A2780,MTT,SiO2,24,25,69,52.51,70.76
A2780,MTT,SiO2,24,50,46,52.51,70.76
A2780,MTT,SiO2,48,1.78,78.035,30.09,-20
MCF-7,MTT,SiO2,48,3.16,31.985,30.09,-20
MCF-7,MTT,SiO2,48,5.62,10.405,30.09,-20
MCF-7,MTT,SiO2,48,10,4.2389,30.09,-20
MCF-7,MTT,SiO2,48,17.8,2.1195,30.09,-20
MCF-7,MTT,SiO2,48,31.6,1.1561,30.09,-20
MCF-7,MTT,SiO2,48,56.2,0.385,30.09,-20
MCF-7,MTT,SiO2,48,100,0.385,30.09,-20
MCF-7,MTT,SiO2,24,5,81.514,23,70.76
L929,MTT,Fe3O4,24,10,56.477,23,70.76
L929,MTT,Fe3O4,24,15,31.441,23,70.76
Monocytes,CCK-8,Fe3O4,24,25,114.06,40,70.76
Monocytes,CCK-8,Fe3O4,48,25,75.332,40,70.76
Monocytes,CCK-8,Fe3O4,24,25,75.862,10,70.76
Monocytes,CCK-8,Fe3O4,48,25,64.721,10,70.76
Monocytes,CCK-8,Fe3O4,24,5,100,40,70.76
Monocytes,CCK-8,Fe3O4,24,10,102.87,40,70.76
Monocytes,CCK-8,Fe3O4,24,25,94.702,40,70.76
Monocytes,CCK-8,Fe3O4,24,50,85.872,40,70.76
HeLa,MTT,SiO2,24,100,52.759,40,70.76
HeLa,MTT,SiO2,24,5,103.31,10,70.76
HeLa,MTT,SiO2,24,10,98.455,10,70.76
HeLa,MTT,SiO2,24,25,84.768,10,70.76
HeLa,MTT,SiO2,24,50,56.291,10,70.76
HeLa,MTT,SiO2,24,100,15.011,10,70.76
A549,CCK-8,SiO2,24,50,105.86,20.3,20.02
A549,CCK-8,SiO2,24,100,103.06,20.3,20.02
A549,CCK-8,SiO2,24,200,104.97,20.3,20.02
A549,CCK-8,SiO2,24,400,100,20.3,20.02
A549,CCK-8,SiO2,24,800,96.943,20.3,20.02
A549,CCK-8,SiO2,24,5.46,82.4,4.7,20.02
16HBE,CCK-8,SiO2,24,10.93,84.667,4.7,20.02
16HBE,CCK-8,SiO2,24,21.87,74.933,4.7,20.02
16HBE,CCK-8,SiO2,24,43.75,75.467,4.7,20.02
16HBE,CCK-8,SiO2,24,87.5,67.733,4.7,20.02
16HBE,CCK-8,SiO2,24,175,66.8,4.7,20.02
16HBE,CCK-8,SiO2,24,1,96.943,30,71.7
A549,CCK-8,SiO2,24,2.5,98.69,30,71.7
A549,CCK-8,SiO2,24,5,101.16,30,71.7
A549,CCK-8,SiO2,24,10,89.52,30,71.7
A549,CCK-8,SiO2,24,25,63.901,30,71.7
A549,CCK-8,SiO2,24,50,59.971,30,71.7
16HBE,CCK-8,SiO2,6,0.8,99.051,141,71.7
16HBE,CCK-8,SiO2,6,4,94.146,83,71.7
16HBE,CCK-8,SiO2,6,8,103.16,141,71.7
16HBE,CCK-8,SiO2,6,14,93.513,87.82,71.7
16HBE,CCK-8,SiO2,6,20,75.949,141,71.7
BALB/c3T3,WST-1,Au,12,0.8,98.101,45.3,71.7
BALB/c3T3,WST-1,Au,12,4,104.43,42.25,71.7
BALB/c3T3,WST-1,Au,12,8,84.335,93.65,71.7
BALB/c3T3,WST-1,Au,12,14,72.31,93.15,71.7
BALB/c3T3,WST-1,Au,12,20,69.146,93.15,71.7
BALB/c3T3,WST-1,Au,24,0.8,103.64,6.3,71.7
BALB/c3T3,WST-1,Au,24,4,105.22,8.15,71.7
BALB/c3T3,WST-1,Au,24,8,59.335,33.65,71.7
BALB/c3T3,NRU,Au,24,14,51.582,28.32,71.7
BALB/c3T3,NRU,Au,24,20,31.962,19,71.7
BALB/c3T3,NRU,Au,3,20,120.46,25,-9.96
BALB/c3T3,NRU,Au,3,40,121.74,25,-9.96
BALB/c3T3,NRU,Au,3,60,117.14,25,-9.96
BALB/c3T3,NRU,Au,3,80,121.74,25,-9.96
BALB/c3T3,NRU,Au,3,100,116.62,25,-9.96
BALB/c3T3,NRU,Au,3,120,125.32,25,-9.96
NR8383,WST-1,Au,3,150,108.95,25,-9.96
NR8383,WST-1,Au,6,20,98.465,25,-9.96
NR8383,WST-1,Au,6,40,103.32,25,-9.96
NR8383,WST-1,Au,6,60,106.65,25,-9.96
NR8383,WST-1,Au,6,80,108.95,25,-9.96
NR8383,WST-1,Au,6,100,116.11,25,-9.96
NR8383,WST-1,Au,6,120,119.44,25,-9.96
NR8383,WST-1,Au,6,150,127.62,25,-9.96
BALB/c3T3,WST-1,Ag,24,20,112.79,25,-9.96
BALB/c3T3,WST-1,Ag,24,40,113.81,25,-9.96
BALB/c3T3,WST-1,Ag,24,60,108.95,25,-9.96
BALB/c3T3,WST-1,Ag,24,80,113.81,25,-9.96
BALB/c3T3,WST-1,Ag,24,100,121.48,25,-9.96
BALB/c3T3,WST-1,Ag,24,120,124.3,25,-9.96
BALB/c3T3,WST-1,Ag,24,150,100.51,25,-9.96
BALB/c3T3,WST-1,Ag,3,20,105.23,21,-27.8
BALB/c3T3,NRU,Ag,3,40,103.08,21,-27.8
BALB/c3T3,NRU,Ag,3,60,103.69,21,-27.8
BALB/c3T3,NRU,Ag,3,80,106.15,21,-27.8
BALB/c3T3,NRU,Ag,3,100,98.462,21,-27.8
BALB/c3T3,NRU,Ag,3,120,95.077,21,-27.8
BALB/c3T3,NRU,Ag,3,150,100.62,21,-27.8
BALB/c3T3,NRU,Ag,6,20,133.85,21,-27.8
BALB/c3T3,NRU,Ag,6,40,132,21,-27.8
NR8383,WST-1,Ag,6,60,134.15,21,-27.8
NR8383,WST-1,Ag,6,80,128.31,21,-27.8
NR8383,WST-1,Ag,6,100,139.08,21,-27.8
NR8383,WST-1,Ag,6,120,135.38,21,-27.8
NR8383,WST-1,Ag,6,150,128,21,-27.8
NR8383,WST-1,Ag,24,20,107.08,21,-27.8
NR8383,WST-1,Ag,24,40,110.15,21,-27.8
NR8383,WST-1,Ag,24,60,109.54,21,-27.8
HaCat,MTT,SiO2,24,80,118.15,21,-27.8
HaCat,MTT,SiO2,24,100,118.46,21,-27.8
HaCat,MTT,SiO2,24,120,124,21,-27.8
HaCat,MTT,SiO2,24,150,110.77,21,-27.8
HaCat,MTT,SiO2,24,93.64,92.676,21.8,-16.8
HaCat,MTT,SiO2,24,140.5,90.986,21.8,-16.8
RAW264.7,MTT,Ag,24,210.7,90.141,21.8,-16.8
RAW264.7,MTT,Ag,24,316.1,89.296,21.8,-16.8
RAW264.7,MTT,Ag,24,474.1,88.451,21.8,-16.8
RAW264.7,MTT,Ag,24,711.1,87.606,21.8,-16.8
RAW264.7,MTT,Ag,24,1067,85.07,21.8,-16.8
J774A.1,MTT,Ag,24,1600,79.437,21.8,-16.8
J774A.1,MTT,Ag,24,200,64.13,47.9,-7.01
J774A.1,MTT,Ag,24,400,56.96,47.9,-7.01
J774A.1,MTT,Ag,24,600,49.38,47.9,-7.01
J774A.1,MTT,Ag,24,800,37.09,47.9,-7.01
EBF,CCK-8,Ag,24,1000,28.27,47.9,-7.01
EBF,CCK-8,Ag,24,200,61.47,43.8,-7.21
EBF,CCK-8,Ag,24,400,54.71,43.8,-7.21
EBF,CCK-8,Ag,24,600,48.15,43.8,-7.21
L929,CCK-8,Ag,24,800,43.85,43.8,-7.21
